File,Variable,Description
DBQ_C.htm,DBQ010,DBQ010 - Ever breastfed or fed breastmilk
DBQ_C.htm,DBD020,DBD020 - Age started eating other foods(days)
DBQ_C.htm,DBD030,DBD030 - Age stopped breastfeeding(days)
DBQ_C.htm,DBD040,DBD040 - Age first fed formula daily(days)
DBQ_C.htm,DBD050,DBD050 - Age stopped receiving formula(days)
DBQ_C.htm,DBD060,DBD060 - Age first fed milk daily basis(days)
DBQ_C.htm,DBQ071A,DBQ071A - Type of milk first fed - whole milk
DBQ_C.htm,DBQ071B,DBQ071B - Type of milk first fed - 2% milk
DBQ_C.htm,DBQ071C,DBQ071C - Type of milk first fed - 1% milk
DBQ_C.htm,DBQ071D,DBQ071D - Type of milk first fed - skim/nonfat
DBQ_C.htm,DBQ071U,DBQ071U - Type of milk first fed - other
DBQ_C.htm,DBD080,DBD080 - Age started eating solid foods(days)
DBQ_C.htm,DBD085,DBD085 - CHECK ITEM
DBQ_C.htm,DBD090,DBD090 - # of times/week eat restaurant food
DBQ_C.htm,DBD197,DBD197 - Past 30 day milk product consumption
DBQ_C.htm,DBQ221A,DBQ221A - You drink whole or regular milk
DBQ_C.htm,DBQ221B,DBQ221B - You drink 2% fat milk
DBQ_C.htm,DBQ221C,DBQ221C - You drink 1% fat milk
DBQ_C.htm,DBQ221D,"DBQ221D - You drink skim, nonfat or .5% milk"
DBQ_C.htm,DBQ221U,DBQ221U - You drink another type of milk
DBQ_C.htm,DBD225,DBD225 - CHECK ITEM
DBQ_C.htm,DBQ229,DBQ229 - Regular milk drinker
DBQ_C.htm,DBQ235A,DBQ235A - How often drank milk age 5-12
DBQ_C.htm,DBQ235B,DBQ235B - How often drank milk age 13-17
DBQ_C.htm,DBQ235C,DBQ235C - How often drank milk age 18-35
DBQ_C.htm,DBQ265a,DBQ265a - CHECK ITEM
DBQ_C.htm,DBQ301,DBQ301 - Community/Government meals delivered
DBQ_C.htm,DBQ330,DBQ330 - Eat meals at Community/Senior center
DBQ_C.htm,DBD355,DBD355 - CHECK ITEM
DBQ_C.htm,DBQ360,DBQ360 - Attend kindergarten thru high school
DBQ_C.htm,DBQ370,DBQ370 - School serves school lunches
DBQ_C.htm,DBD381,DBD381 - # of times/week get school lunch
DBQ_C.htm,DBQ390,"DBQ390 - School lunch free, reduced or full price"
DBQ_C.htm,DBQ400,DBQ400 - School serve complete breakfast each day
DBQ_C.htm,DBD411,DBD411 - # of times/week get school breakfast
DBQ_C.htm,DBQ421,DBQ421 - School breakfast free/reduced/full price
DBQ_C.htm,DBQ422,DBQ422 - CHECK ITEM
DBQ_C.htm,DBQ424,DBQ424 - Summer program meal free/reduced price
DEMO_C.htm,SEQN,SEQN - Respondent sequence number
DEMO_C.htm,SDDSRVYR,SDDSRVYR - Data Release Number
DEMO_C.htm,RIDSTATR,RIDSTATR - Interview/Examination Status
DEMO_C.htm,RIDEXMON,RIDEXMON - Six month time period
DEMO_C.htm,RIAGENDR,RIAGENDR - Gender
DEMO_C.htm,RIDAGEYR,RIDAGEYR - Age at Screening Adjudicated - Recode
DEMO_C.htm,RIDAGEMN,RIDAGEMN - Age in Months - Recode
DEMO_C.htm,RIDAGEEX,RIDAGEEX - Exam Age in Months - Recode
DEMO_C.htm,RIDRETH1,RIDRETH1 - Race/Ethnicity - Recode
DEMO_C.htm,RIDRETH2,RIDRETH2 - Linked NH3 Race/Ethnicity - Recode
DEMO_C.htm,DMQMILIT,DMQMILIT - Veteran/Military Status
DEMO_C.htm,DMDBORN,DMDBORN - Country of Birth - Recode
DEMO_C.htm,DMDCITZN,DMDCITZN - Citizenship Status
DEMO_C.htm,DMDYRSUS,DMDYRSUS - Length of time in US
DEMO_C.htm,DMDEDUC3,DMDEDUC3 - Education Level - Children/Youth 6-19
DEMO_C.htm,DMDEDUC2,DMDEDUC2 - Education Level - Adults 20+
DEMO_C.htm,DMDEDUC,DMDEDUC - Education - Recode (old version)
DEMO_C.htm,DMDSCHOL,DMDSCHOL - Now attending school?
DEMO_C.htm,DMDMARTL,DMDMARTL - Marital Status
DEMO_C.htm,DMDHHSIZ,DMDHHSIZ - Total number of people in the Household
DEMO_C.htm,INDHHINC,INDHHINC - Annual Household Income
DEMO_C.htm,INDFMINC,INDFMINC - Annual Family Income
DEMO_C.htm,INDFMPIR,INDFMPIR - Family PIR
DEMO_C.htm,RIDEXPRG,RIDEXPRG - Pregnancy Status at Exam - Recode
DEMO_C.htm,DMDHRGND,DMDHRGND - HH Ref Person Gender
DEMO_C.htm,DMDHRAGE,DMDHRAGE - HH Ref Person Age
DEMO_C.htm,DMDHRBRN,DMDHRBRN - HH Ref Person Country of Birth
DEMO_C.htm,DMDHREDU,DMDHREDU - HH Ref Person Education Level
DEMO_C.htm,DMDHRMAR,DMDHRMAR - HH Ref Person Marital Status
DEMO_C.htm,DMDHSEDU,DMDHSEDU - HH Ref Person's Spouse Education Level
DEMO_C.htm,SIALANG,SIALANG - Language of SP Interview
DEMO_C.htm,SIAPROXY,SIAPROXY - Proxy used in SP Interview?
DEMO_C.htm,SIAINTRP,SIAINTRP - Interpreter used in SP Interview?
DEMO_C.htm,FIALANG,FIALANG - Language of Family Interview
DEMO_C.htm,FIAPROXY,FIAPROXY - Proxy used in Family Interview?
DEMO_C.htm,FIAINTRP,FIAINTRP - Interpreter used in Family Interview?
DEMO_C.htm,MIALANG,MIALANG - Language of MEC Interview
DEMO_C.htm,MIAPROXY,MIAPROXY - Proxy used in MEC Interview?
DEMO_C.htm,MIAINTRP,MIAINTRP - Interpreter used in MEC Interview?
DEMO_C.htm,AIALANG,AIALANG - Language of ACASI Interview
DEMO_C.htm,WTINT2YR,WTINT2YR - Full Sample 2 Year Interview Weight
DEMO_C.htm,WTMEC2YR,WTMEC2YR - Full Sample 2 Year MEC Exam Weight
DEMO_C.htm,SDMVPSU,SDMVPSU - Masked Variance Pseudo-PSU
DEMO_C.htm,SDMVSTRA,SDMVSTRA - Masked Variance Pseudo-Stratum
DEMO_C2.htm,SEQN,SEQN - Respondent sequence number
DEMO_C2.htm,SDDSRVYR,SDDSRVYR - Data Release Number
DEMO_C2.htm,RIDSTATR,RIDSTATR - Interview/Examination Status
DEMO_C2.htm,RIDEXMON,RIDEXMON - Six month time period
DEMO_C2.htm,RIAGENDR,RIAGENDR - Gender
DEMO_C2.htm,RIDAGEYR,RIDAGEYR - Age at Screening Adjudicated - Recode
DEMO_C2.htm,RIDAGEMN,RIDAGEMN - Age in Months - Recode
DEMO_C2.htm,RIDAGEEX,RIDAGEEX - Exam Age in Months - Recode
DEMO_C2.htm,RIDRETH1,RIDRETH1 - Race/Ethnicity - Recode
DEMO_C2.htm,RIDRETH2,RIDRETH2 - Linked NH3 Race/Ethnicity - Recode
DEMO_C2.htm,DMQMILIT,DMQMILIT - Veteran/Military Status
DEMO_C2.htm,DMDBORN,DMDBORN - Country of Birth - Recode
DEMO_C2.htm,DMDCITZN,DMDCITZN - Citizenship Status
DEMO_C2.htm,DMDYRSUS,DMDYRSUS - Length of time in US
DEMO_C2.htm,DMDEDUC3,DMDEDUC3 - Education Level - Children/Youth 6-19
DEMO_C2.htm,DMDEDUC2,DMDEDUC2 - Education Level - Adults 20+
DEMO_C2.htm,DMDEDUC,DMDEDUC - Education - Recode (old version)
DEMO_C2.htm,DMDSCHOL,DMDSCHOL - Now attending school?
DEMO_C2.htm,DMDMARTL,DMDMARTL - Marital Status
DEMO_C2.htm,DMDHHSIZ,DMDHHSIZ - Total number of people in the Household
DEMO_C2.htm,INDHHINC,INDHHINC - Annual Household Income
DEMO_C2.htm,INDFMINC,INDFMINC - Annual Family Income
DEMO_C2.htm,INDFMPIR,INDFMPIR - Family PIR
DEMO_C2.htm,RIDEXPRG,RIDEXPRG - Pregnancy Status at Exam - Recode
DEMO_C2.htm,DMDHRGND,DMDHRGND - HH Ref Person Gender
DEMO_C2.htm,DMDHRAGE,DMDHRAGE - HH Ref Person Age
DEMO_C2.htm,DMDHRBRN,DMDHRBRN - HH Ref Person Country of Birth
DEMO_C2.htm,DMDHREDU,DMDHREDU - HH Ref Person Education Level
DEMO_C2.htm,DMDHRMAR,DMDHRMAR - HH Ref Person Marital Status
DEMO_C2.htm,DMDHSEDU,DMDHSEDU - HH Ref Person's Spouse Education Level
DEMO_C2.htm,SIALANG,SIALANG - Language of SP Interview
DEMO_C2.htm,SIAPROXY,SIAPROXY - Proxy used in SP Interview?
DEMO_C2.htm,SIAINTRP,SIAINTRP - Interpreter used in SP Interview?
DEMO_C2.htm,FIALANG,FIALANG - Language of Family Interview
DEMO_C2.htm,FIAPROXY,FIAPROXY - Proxy used in Family Interview?
DEMO_C2.htm,FIAINTRP,FIAINTRP - Interpreter used in Family Interview?
DEMO_C2.htm,MIALANG,MIALANG - Language of MEC Interview
DEMO_C2.htm,MIAPROXY,MIAPROXY - Proxy used in MEC Interview?
DEMO_C2.htm,MIAINTRP,MIAINTRP - Interpreter used in MEC Interview?
DEMO_C2.htm,AIALANG,AIALANG - Language of ACASI Interview
DEMO_C2.htm,WTINT2YR,WTINT2YR - Full Sample 2 Year Interview Weight
DEMO_C2.htm,WTMEC2YR,WTMEC2YR - Full Sample 2 Year MEC Exam Weight
DEMO_C2.htm,SDMVPSU,SDMVPSU - Masked Variance Pseudo-PSU
DEMO_C2.htm,SDMVSTRA,SDMVSTRA - Masked Variance Pseudo-Stratum
DIQ_C.htm,SEQN,SEQN - Respondent sequence number
DIQ_C.htm,DIQ010,DIQ010 - Doctor told you have diabetes
DIQ_C.htm,DID040G,DID040G - Age when first told you had diabetes
DIQ_C.htm,DID040Q,DID040Q - Number of years of age
DIQ_C.htm,DIQ050,DIQ050 - Taking insulin now
DIQ_C.htm,DID060G,DID060G - How long taking insulin
DIQ_C.htm,DID060Q,DID060Q - Number of mons/yrs taking insulin
DIQ_C.htm,DIQ060U,DIQ060U - Unit of measure (month/year)
DIQ_C.htm,DIQ065,DIQ065 - CHECK ITEM
DIQ_C.htm,DIQ070,DIQ070 - Take diabetic pills to lower blood sugar
DIQ_C.htm,DIQ075,DIQ075 - CHECK ITEM
DIQ_C.htm,DIQ080,DIQ080 - Diabetes affected eyes/had retinopathy
DIQ_C.htm,DIQ085,DIQ085 - CHECK ITEM
DIQ_C.htm,DIQ090,DIQ090 - Ulcer/sore not healed within 4 weeks
DIQ_C.htm,DIQ100,DIQ100 - Numbness in hands/feet-past 3 mos
DIQ_C.htm,DIQ110,"DIQ110 - Numbness in hands, feet or both"
DIQ_C.htm,DIQ120,DIQ120 - Pain/tingling in hands/feet - past 3 mos
DIQ_C.htm,DIQ130,"DIQ130 - Pain/tingling in hands,feet or both"
DIQ_C.htm,DIQ140,DIQ140 - Pain in either leg while walking
DIQ_C.htm,DIQ150,DIQ150 - Pain  in calf or calves
DUQ_C.htm,SEQN,SEQN - Respondent sequence number
DUQ_C.htm,DUQ100,DUQ100 - Ever used cocaine or other street drug
DUQ_C.htm,DUQ110,DUQ110 - #days used street drugs over past year
DUQ_C.htm,DUQ120,DUQ120 - Ever used a needle to take street drugs
DUQ_C.htm,DUQ130,DUQ130 - #days used needle for street drugs/year
DXXAG_C.htm,SEQN,SEQN - Respondent sequence number
DXXAG_C.htm,DXATRST,DXATRST - Trunk (A/G region) scan status
DXXAG_C.htm,DXATRTV,DXATRTV - Trunk tissue invalidity code
DXXAG_C.htm,DXXANFM,DXXANFM - Android fat mass
DXXAG_C.htm,DXXANLM,DXXANLM - Android lean mass
DXXAG_C.htm,DXXANTOM,DXXANTOM - Android total mass
DXXAG_C.htm,DXXGYFM,DXXGYFM - Gynoid fat mass
DXXAG_C.htm,DXXGYLM,DXXGYLM - Gynoid lean mass
DXXAG_C.htm,DXXGYTOM,DXXGYTOM - Gynoid total mass
DXXAG_C.htm,DXXAGRAT,DXXAGRAT - Android to Gynoid ratio
DXXAG_C.htm,DXXAPFAT,DXXAPFAT - Android percent fat
DXXAG_C.htm,DXXGPFAT,DXXGPFAT - Gynoid percent fat
HSQ_C.htm,SEQN,SEQN - Respondent sequence number
HSQ_C.htm,HSD010,HSD010 - General health condition
HSQ_C.htm,HSQ470,HSQ470 - no. of days physical health was not good
HSQ_C.htm,HSQ480,HSQ480 - no. of days mental health was not good
HSQ_C.htm,HSQ490,HSQ490 - inactive days due to phys./mental hlth
HSQ_C.htm,HSQ500,HSQ500 - SP recent health - over past 4 weeks
HSQ_C.htm,HSQ510,HSQ510 - SP have stomach or intestinal illness?
HSQ_C.htm,HSQ520,"HSQ520 - SP have flu, pneumonia, ear infection?"
HSQ_C.htm,HSQ571,HSQ571 - SP donated blood in past 12 months?
HSQ_C.htm,HSQ580,HSQ580 - How long ago was last blood donation?
HSQ_C.htm,HSQ590,HSQ590 - Blood ever tested for HIV virus?
HSQ_C.htm,HSAQUEX,HSAQUEX - Source of Health Status Data
HUQ_C.htm,SEQN,SEQN - Respondent sequence number
HUQ_C.htm,HUQ010,HUQ010 - General health condition
HUQ_C.htm,HUQ020,HUQ020 - Health now compared with 1 year ago
HUQ_C.htm,HUQ030,HUQ030 - Routine place to go for healthcare
HUQ_C.htm,HUQ040,HUQ040 - Type place most often go for healthcare
HUQ_C.htm,HUQ050,HUQ050 - #Times receive healthcare over past year
HUQ_C.htm,HUQ060,HUQ060 - How long since last healthcare visit
HUQ_C.htm,HUQ071,HUQ071 - Overnight hospital patient in last year
HUQ_C.htm,HUD080,HUD080 - #Times overnite hospital patient/last yr
HUQ_C.htm,HUQ081,HUQ081 - CHECK ITEM
HUQ_C.htm,HUQ082,HUQ082 - In long term care facility last 12 month
HUQ_C.htm,HUQ084,HUQ084 - Total # of days in long term facility
HUQ_C.htm,HUQ086,HUQ086 - Non SP HH member in care fac overnight
HUQ_C.htm,HUQ088a,HUQ088a - Acute care facility
HUQ_C.htm,HUQ088b,HUQ088b - Long term care facility
HUQ_C.htm,HUQ088c,HUQ088c - Rehabilitation facility
HUQ_C.htm,HUQ089,HUQ089 - CHECK ITEM
HUQ_C.htm,HUQ090,HUQ090 - Seen mental health professional /past yr
KIQ_P_C.htm,SEQN,SEQN - Respondent sequence number
KIQ_P_C.htm,KIQ081,KIQ081 - Usually have trouble trying to urinate
KIQ_P_C.htm,KIQ101,KIQ101 - Bladder feels empty after urinating
KIQ_P_C.htm,KIQ106,KIQ106 - Diagnosed with prostate disease
KIQ_P_C.htm,KIQ121,KIQ121 - Diagnosed with enlarged prostate
KIQ_P_C.htm,KIQ141,KIQ141 - Enlargement was BPH
KIQ_P_C.htm,KIQ161,KIQ161 - Age at first BPH diagnosis
KIQ_P_C.htm,KIQ182,KIQ182 - Enlargement due to cancer
KIQ_P_C.htm,KIQ321,KIQ321 - Ever had a PSA test
KIQ_P_C.htm,KIQ341,KIQ341 - Ever had a rectal exam
KIQ_P_C.htm,KIQ361,KIQ361 - DRE to check for prostate cancer
KIQ_P_C.htm,KIQ381,KIQ381 - DRE to check for blood in stool
KIQ_P_C.htm,KIQ400,KIQ400 - Ability to maintain an erection
KIQ_U_C.htm,SEQN,SEQN - Respondent sequence number
KIQ_U_C.htm,KIQ022,KIQ022 - Ever told you had weak/failing kidneys
KIQ_U_C.htm,KIQ025,KIQ025 - Received dialysis in past 12 months
KIQ_U_C.htm,KIQ042,KIQ042 - Leak urine during physical activities
KIQ_U_C.htm,KIQ043,KIQ043 - How frequently does this occur
KIQ_U_C.htm,KIQ044,KIQ044 - Urinated before reaching the toilet
KIQ_U_C.htm,KIQ045,KIQ045 - Frequency with which this occurs
KIQ_U_C.htm,KIQ046,KIQ046 - Leak urine during nonphysical activities
KIQ_U_C.htm,KIQ047,KIQ047 - Leak urine during nonphysical activities
KIQ_U_C.htm,KIQ048,KIQ048 - CHECK ITEM
KIQ_U_C.htm,KIQ050,KIQ050 - How much did urine leakage bother you
KIQ_U_C.htm,KIQ052,KIQ052 - How much were daily activities affected
KIQ_U_C.htm,KIDUQUEX,KIDUQUEX - Flag for Source Questionnaire
L11_C.htm,SEQN,SEQN - Respondent sequence number
L11_C.htm,LBXCRP,LBXCRP - C-reactive protein(mg/dL)
L11_C.htm,LBXBAP,LBXBAP - Bone alkaline phosphotase (ug/L)
L11_C.htm,LBXPT21,LBXPT21 - Parathyroid Hormone(Elecys method) pg/mL
L13AM_C.htm,SEQN,SEQN - Respondent sequence number
L13AM_C.htm,WTSAF2YR,WTSAF2YR - 2Yr AM(3-11) & fasting (12+) weights
L13AM_C.htm,LBXTR,LBXTR - Triglyceride (mg/dL)
L13AM_C.htm,LBDTRSI,LBDTRSI - Triglyceride (mmol/L)
L13AM_C.htm,LBDLDL,LBDLDL - LDL-cholesterol (mg/dL)
L13AM_C.htm,LBDLDLSI,LBDLDLSI - LDL-cholesterol (mmol/L)
L13_C.htm,SEQN,SEQN - Respondent sequence number
L13_C.htm,LBXTC,LBXTC - Total Cholesterol (mg/dL)
L13_C.htm,LBXHDD,LBXHDD - Direct HDL-Cholesterol (mg/dL)
L13_C.htm,LBDTCSI,LBDTCSI - Total Cholesterol (mmol/L)
L13_C.htm,LBDHDDSI,LBDHDDSI - Direct HDL-Cholesterol (mmol/L)
L16_C.htm,SEQN,SEQN - Respondent sequence number
L16_C.htm,URXUCR,"URXUCR - Creatinine, urine (mg/dL)"
L16_C.htm,URXUCRSI,"URXUCRSI - Creatinine, urine (umol/L)"
L16_C.htm,URXUMA,"URXUMA - Albumin, urine (ug/mL)"
L16_C.htm,URXUMASI,"URXUMASI - Albumin, urine (mg/L) SI"
L40_C.htm,SEQN,SEQN - Respondent sequence number
L40_C.htm,LBXSAL,LBXSAL - Albumin (g/dL)
L40_C.htm,LBDSALSI,LBDSALSI - Albumin (g/L)
L40_C.htm,LBXSATSI,LBXSATSI - Alanine aminotransferase ALT (U/L)
L40_C.htm,LBXSASSI,LBXSASSI - Aspartate aminotransferase AST (U/L)
L40_C.htm,LBXSAPSI,LBXSAPSI - Alkaline phosphotase (U/L)
L40_C.htm,LBXSBU,LBXSBU - Blood urea nitrogen (mg/dL)
L40_C.htm,LBDSBUSI,LBDSBUSI - Blood urea nitrogen (mmol/L)
L40_C.htm,LBXSCA,LBXSCA - Total calcium (mg/dL)
L40_C.htm,LBDSCASI,LBDSCASI - Total calcium (mmol/L)
L40_C.htm,LBXSCH,LBXSCH - Cholesterol (mg/dL)
L40_C.htm,LBDSCHSI,LBDSCHSI - Cholesterol (mmol/L)
L40_C.htm,LBXSC3SI,LBXSC3SI - Bicarbonate (mmol/L)
L40_C.htm,LBXSGTSI,LBXSGTSI - Gamma glutamyl transferase (U/L)
L40_C.htm,LBXSGL,"LBXSGL - Glucose, serum (mg/dL)"
L40_C.htm,LBDSGLSI,"LBDSGLSI - Glucose, serum (mmol/L)"
L40_C.htm,LBXSIR,"LBXSIR - Iron, refigerated (ug/dL)"
L40_C.htm,LBDSIRSI,"LBDSIRSI - Iron, refigerated (umol/L)"
L40_C.htm,LBXSLDSI,LBXSLDSI - Lactate dehydrogenase LDH (U/L)
L40_C.htm,LBXSPH,LBXSPH - Phosphorus (mg/dL)
L40_C.htm,LBDSPHSI,LBDSPHSI - Phosphorus (mmol/L)
L40_C.htm,LBXSTB,LBXSTB - Total bilirubin (mg/dL)
L40_C.htm,LBDSTBSI,"LBDSTBSI - Bilirubin, total (umol/L)"
L40_C.htm,LBXSTP,LBXSTP - Total protein (g/dL)
L40_C.htm,LBDSTPSI,LBDSTPSI - Total protein (g/L)
L40_C.htm,LBXSTR,LBXSTR - Triglycerides (mg/dL)
L40_C.htm,LBDSTRSI,LBDSTRSI - Triglycerides (mmol/L)
L40_C.htm,LBXSUA,LBXSUA - Uric acid (mg/dL)
L40_C.htm,LBDSUASI,LBDSUASI - Uric acid (umol/L)
L40_C.htm,LBXSCR,LBXSCR - Creatinine (mg/dL)
L40_C.htm,LBDSCRSI,LBDSCRSI - Creatinine (umol/L)
L40_C.htm,LBXSNASI,LBXSNASI - Sodium (mmol/L)
L40_C.htm,LBXSKSI,LBXSKSI - Potassium (mmol/L)
L40_C.htm,LBXSCLSI,LBXSCLSI - Chloride (mmol/L)
L40_C.htm,LBXSOSSI,LBXSOSSI - Osmolality (mmol/Kg)
L40_C.htm,LBXSGB,LBXSGB - Globulin (g/dL)
L40_C.htm,LBDSGBSI,LBDSGBSI - Globulin (g/L)
LEXAB_C.htm,SEQN,SEQN - Respondent sequence number
LEXAB_C.htm,LEDSCCT2,LEDSCCT2 - ABPI Section Comment
LEXAB_C.htm,LEAARM,LEAARM - Arm tested
LEXAB_C.htm,LEAARMC,LEAARMC - Arm comment
LEXAB_C.htm,LEDARMCF,LEDARMCF - Brachial cuff size used
LEXAB_C.htm,LEQ020,"LEQ020 - Large adult used, poor thigh cuff fit"
LEXAB_C.htm,LEAANKL,LEAANKL - Ankle(s) tested
LEXAB_C.htm,LEAANKLC,LEAANKLC - Ankle comment
LEXAB_C.htm,LEDANKCF,LEDANKCF - Ankle cuff size used
LEXAB_C.htm,LEXBRP1,LEXBRP1 - Brachial SBP 1 (mm Hg)
LEXAB_C.htm,LEXBRP2,LEXBRP2 - Brachial SBP 2 (mm Hg)
LEXAB_C.htm,LEXBRPM,LEXBRPM - Mean Brachial SBP (mm Hg)
LEXAB_C.htm,LEXLPTS1,LEXLPTS1 - Left Posterior Tibial SBP 1 (mm Hg)
LEXAB_C.htm,LEXLPTS2,LEXLPTS2 - Left Posterior Tibial SBP 2 (mm Hg)
LEXAB_C.htm,LEXLPTSM,LEXLPTSM - Left Mean Posterior Tibial SBP (mm Hg)
LEXAB_C.htm,LEXLABPI,LEXLABPI - Left ABPI
LEXAB_C.htm,LEXRPTS1,LEXRPTS1 - Right Posterior Tibial SBP 1 (mm Hg)
LEXAB_C.htm,LEXRPTS2,LEXRPTS2 - Right Posterior Tibial SBP 2 (mm Hg)
LEXAB_C.htm,LEXRPTSM,LEXRPTSM - Right Mean Posterior Tibial SBP (mm Hg)
LEXAB_C.htm,LEXRABPI,LEXRABPI - Right ABPI
LEXAB_C.htm,LEALPTPD,LEALPTPD - Left PT pulse detected?
LEXAB_C.htm,LEARPTPD,LEARPTPD - Right PT pulse detected?
LEXAB_C.htm,LEALAPNC,LEALAPNC - Left ankle SBP > 255 mm Hg?
LEXAB_C.htm,LEARAPNC,LEARAPNC - Right ankle SBP > 255 mm Hg?
LEXPN_C.htm,SEQN,SEQN - Respondent sequence number
LEXPN_C.htm,LEDSCCT1,LEDSCCT1 - PN Section Comment
LEXPN_C.htm,LEALAMP,LEALAMP - Left amputation
LEXPN_C.htm,LEALBUN,LEALBUN - Left bunions
LEXPN_C.htm,LEALLES,LEALLES - Left lesion
LEXPN_C.htm,LEALLESS,LEALLESS - Left lesion site
LEXPN_C.htm,LEARAMP,LEARAMP - Right amputation
LEXPN_C.htm,LEARBUN,LEARBUN - Right bunions
LEXPN_C.htm,LEARLES,LEARLES - Right lesion
LEXPN_C.htm,LEARLESS,LEARLESS - Right lesion site
LEXPN_C.htm,LEALPN,LEALPN - Left Foot - Number of insensate areas
LEXPN_C.htm,LEARPN,LEARPN - Right Foot - Number of insensate areas
LEXPN_C.htm,LEXLMH11,"LEXLMH11 - Left metatarsal head 1, test 1"
LEXPN_C.htm,LEALM1C1,"LEALM1C1 - Left metatarsal 1 comment, test 1"
LEXPN_C.htm,LEXLHAL1,"LEXLHAL1 - Left halux, test 1"
LEXPN_C.htm,LEALHAC1,"LEALHAC1 - Left halux comments, test 1"
LEXPN_C.htm,LEXLMH51,"LEXLMH51 - Left metatarsal head 5, test 1"
LEXPN_C.htm,LEALM5C1,"LEALM5C1 - Left metatarsal 5 comment, test 1"
LEXPN_C.htm,LEXLMH12,"LEXLMH12 - Left metatarsal head 1, test 2"
LEXPN_C.htm,LEALM1C2,"LEALM1C2 - Left metatarsal 1 comment, test 2"
LEXPN_C.htm,LEXLHAL2,"LEXLHAL2 - Left halux, test 2"
LEXPN_C.htm,LEALHAC2,"LEALHAC2 - Left halux comments, test 2"
LEXPN_C.htm,LEXLMH52,"LEXLMH52 - Left metatarsal head 5, test 2"
LEXPN_C.htm,LEALM5C2,"LEALM5C2 - Left metatarsal 5 comment, test 2"
LEXPN_C.htm,LEXLMH13,"LEXLMH13 - Left metatarsal head 1, test 3"
LEXPN_C.htm,LEALM1C3,"LEALM1C3 - Left metatarsal 1 comment, test 3"
LEXPN_C.htm,LEXLHAL3,"LEXLHAL3 - Left halux, test 3"
LEXPN_C.htm,LEALHAC3,"LEALHAC3 - Left halux comments, test 3"
LEXPN_C.htm,LEXLMH53,"LEXLMH53 - Left metatarsal head 5, test 3"
LEXPN_C.htm,LEALM5C3,"LEALM5C3 - Left metatarsal 5 comment, test 3"
LEXPN_C.htm,LEXRMH11,"LEXRMH11 - Right metatarsal head 1, test 1"
LEXPN_C.htm,LEARM1C1,"LEARM1C1 - Right metatarsal head 1 comment, test 1"
LEXPN_C.htm,LEXRHAL1,"LEXRHAL1 - Right halux, test 1"
LEXPN_C.htm,LEARHAC1,"LEARHAC1 - Right halux comment, test 1"
LEXPN_C.htm,LEXRMH51,"LEXRMH51 - Right metatarsal head 5, test 1"
LEXPN_C.htm,LEARM5C1,"LEARM5C1 - Right metatarsal head 5 comment, test 1"
LEXPN_C.htm,LEXRMH12,"LEXRMH12 - Right metatarsal head 1, test 2"
LEXPN_C.htm,LEARM1C2,"LEARM1C2 - Right metatarsal head 1 comment, test 2"
LEXPN_C.htm,LEXRHAL2,"LEXRHAL2 - Right halux, test 2"
LEXPN_C.htm,LEARHAC2,"LEARHAC2 - Right halux comment, test 2"
LEXPN_C.htm,LEXRMH52,"LEXRMH52 - Right metatarsal head 5, test 2"
LEXPN_C.htm,LEARM5C2,"LEARM5C2 - Right metatarsal head 5 comment, test 2"
LEXPN_C.htm,LEXRMH13,"LEXRMH13 - Right metatarsal head 1, test 3"
LEXPN_C.htm,LEXRHAL3,"LEXRHAL3 - Right halux, test 3"
LEXPN_C.htm,LEXRMH53,"LEXRMH53 - Right metatarsal head 5, test 3"
LEXPN_C.htm,LEARM5C3,"LEARM5C3 - Right metatarsal head 5 comment, test 3"
MCQ_C.htm,SEQN,SEQN - Respondent sequence number
MCQ_C.htm,MCQ010,MCQ010 - Ever been told you have asthma
MCQ_C.htm,MCQ025,MCQ025 - Age when first had asthma
MCQ_C.htm,MCQ035,MCQ035 - Still have asthma
MCQ_C.htm,MCQ040,MCQ040 - Had asthma attack in past year
MCQ_C.htm,MCQ050,MCQ050 - Emergency care visit for asthma/past yr
MCQ_C.htm,MCQ053,MCQ053 - Taking treatment for anemia/past 3 mos
MCQ_C.htm,MCQ060,MCQ060 - Told have attention deficit disorder?
MCQ_C.htm,MCQ080,MCQ080 - Doctor ever said you were overweight
MCQ_C.htm,MCQ083,MCQ083 - Ever told you have learning disability
MCQ_C.htm,MCQ092,MCQ092 - Ever receive blood transfusion
MCQ_C.htm,MCD093,MCD093 - Year receive blood transfusion
MCQ_C.htm,MCQ114,MCQ114 - Ever tested for lead poisoning
MCQ_C.htm,MCQ117Q,MCQ117Q - How long since lead poisoning test
MCQ_C.htm,MCQ117U,MCQ117U - Months or years
MCQ_C.htm,MCQ120A,MCQ120A - Had hay fever in past year
MCQ_C.htm,MCQ120B,MCQ120B - Had 3 or more ear infections/past year
MCQ_C.htm,MCQ120C,MCQ120C - Had frequent/severe headaches/past yr
MCQ_C.htm,MCQ120D,MCQ120D - Stuttering/Stammering in past year
MCQ_C.htm,MCQ140,MCQ140 - Trouble seeing even with glass/contacts
MCQ_C.htm,MCQ149,MCQ149 - Menstrual periods started yet?
MCQ_C.htm,MCQ150G,MCQ150G - School days missed from injury/illness
MCQ_C.htm,MCQ150Q,MCQ150Q - # school days missed from injury/illness
MCQ_C.htm,MCQ160A,MCQ160A - Doctor ever said you had arthritis
